date,temp
2006-01-01 00:00:00.000 +0100,9.472222222222221
2006-01-01 01:00:00.000 +0100,9.355555555555558
2006-01-01 02:00:00.000 +0100,9.377777777777778
2006-01-01 03:00:00.000 +0100,8.28888888888889
2006-01-01 04:00:00.000 +0100,8.755555555555553
2006-01-01 05:00:00.000 +0100,9.222222222222221
2006-01-01 06:00:00.000 +0100,7.733333333333334
2006-01-01 07:00:00.000 +0100,8.77222222222222
2006-01-01 08:00:00.000 +0100,10.82222222222222
2006-01-01 09:00:00.000 +0100,13.77222222222222
2006-01-01 10:00:00.000 +0100,16.016666666666666
2006-01-01 11:00:00.000 +0100,17.144444444444446
2006-01-01 12:00:00.000 +0100,17.800000000000004
2006-01-01 13:00:00.000 +0100,17.333333333333332
2006-01-01 14:00:00.000 +0100,18.87777777777778
2006-01-01 15:00:00.000 +0100,18.911111111111115
2006-01-01 16:00:00.000 +0100,15.38888888888889
2006-01-01 17:00:00.000 +0100,15.550000000000002
2006-01-01 18:00:00.000 +0100,14.255555555555553
2006-01-01 19:00:00.000 +0100,13.144444444444442
2006-01-01 20:00:00.000 +0100,11.549999999999999
2006-01-01 21:00:00.000 +0100,11.183333333333334
2006-01-01 22:00:00.000 +0100,10.116666666666667
2006-01-01 23:00:00.000 +0100,10.2
2006-01-02 00:00:00.000 +0100,10.42222222222222
2006-01-02 01:00:00.000 +0100,9.911111111111113
2006-01-02 02:00:00.000 +0100,11.183333333333334
2006-01-02 03:00:00.000 +0100,7.155555555555556
2006-01-02 04:00:00.000 +0100,6.111111111111111
2006-01-02 05:00:00.000 +0100,6.788888888888888
2006-01-02 06:00:00.000 +0100,7.26111111111111
2006-01-02 07:00:00.000 +0100,7.799999999999999
2006-01-02 08:00:00.000 +0100,9.872222222222225
2006-01-02 09:00:00.000 +0100,12.222222222222221
2006-01-02 10:00:00.000 +0100,15.094444444444447
2006-01-02 11:00:00.000 +0100,17.355555555555558
2006-01-02 12:00:00.000 +0100,19.00555555555555
2006-01-02 13:00:00.000 +0100,20.04444444444444
2006-01-02 14:00:00.000 +0100,21.049999999999997
2006-01-02 15:00:00.000 +0100,21.18333333333333
2006-01-02 16:00:00.000 +0100,20.11666666666666
2006-01-02 17:00:00.000 +0100,20.216666666666665
2006-01-02 18:00:00.000 +0100,20.0
2006-01-02 19:00:00.000 +0100,17.800000000000004
2006-01-02 20:00:00.000 +0100,16.06111111111111
2006-01-02 21:00:00.000 +0100,15.02222222222222
2006-01-02 22:00:00.000 +0100,14.422222222222224
2006-01-02 23:00:00.000 +0100,14.255555555555553
2006-01-03 00:00:00.000 +0100,13.77222222222222
2006-01-03 01:00:00.000 +0100,13.283333333333331
2006-01-03 02:00:00.000 +0100,8.633333333333333
2006-01-03 03:00:00.000 +0100,11.25
2006-01-03 04:00:00.000 +0100,11.183333333333334
2006-01-03 05:00:00.000 +0100,10.694444444444445
2006-01-03 06:00:00.000 +0100,11.11111111111111
2006-01-03 07:00:00.000 +0100,11.11111111111111
2006-01-03 08:00:00.000 +0100,12.166666666666666
2006-01-03 09:00:00.000 +0100,12.755555555555556
2006-01-03 10:00:00.000 +0100,13.838888888888887
2006-01-03 11:00:00.000 +0100,16.183333333333334
2006-01-03 12:00:00.000 +0100,17.516666666666666
2006-01-03 13:00:00.000 +0100,17.383333333333333
2006-01-03 14:00:00.000 +0100,17.36111111111111
2006-01-03 15:00:00.000 +0100,17.205555555555556
2006-01-03 16:00:00.000 +0100,15.633333333333333
2006-01-03 17:00:00.000 +0100,13.577777777777776
2006-01-03 18:00:00.000 +0100,10.911111111111111
2006-01-03 19:00:00.000 +0100,8.800000000000002
2006-01-03 20:00:00.000 +0100,8.961111111111112
2006-01-03 21:00:00.000 +0100,8.199999999999998
2006-01-03 22:00:00.000 +0100,7.688888888888891
2006-01-03 23:00:00.000 +0100,7.766666666666664
2006-01-04 00:00:00.000 +0100,8.199999999999998
2006-01-04 01:00:00.000 +0100,8.177777777777777
2006-01-04 02:00:00.000 +0100,7.311111111111109
2006-01-04 03:00:00.000 +0100,7.644444444444442
2006-01-04 04:00:00.000 +0100,6.622222222222224
2006-01-04 05:00:00.000 +0100,6.683333333333334
2006-01-04 06:00:00.000 +0100,6.0888888888888895
2006-01-04 07:00:00.000 +0100,6.066666666666667
2006-01-04 08:00:00.000 +0100,6.144444444444446
2006-01-04 09:00:00.000 +0100,7.1333333333333355
2006-01-04 10:00:00.000 +0100,7.205555555555555
2006-01-04 11:00:00.000 +0100,7.566666666666666
2006-01-04 12:00:00.000 +0100,8.900000000000002
2006-01-04 13:00:00.000 +0100,9.961111111111112
2006-01-04 14:00:00.000 +0100,9.888888888888888
2006-01-04 15:00:00.000 +0100,11.066666666666668
2006-01-04 16:00:00.000 +0100,10.116666666666667
2006-01-04 17:00:00.000 +0100,11.038888888888888
2006-01-04 18:00:00.000 +0100,10.65
2006-01-04 19:00:00.000 +0100,10.050000000000002
2006-01-04 20:00:00.000 +0100,9.899999999999999
2006-01-04 21:00:00.000 +0100,8.794444444444444
2006-01-04 22:00:00.000 +0100,7.827777777777779
2006-01-04 23:00:00.000 +0100,7.855555555555556
2006-01-05 00:00:00.000 +0100,7.316666666666667
2006-01-05 01:00:00.000 +0100,7.244444444444444
2006-01-05 02:00:00.000 +0100,5.438888888888888
2006-01-05 03:00:00.000 +0100,7.200000000000001
2006-01-05 04:00:00.000 +0100,6.688888888888888
